Business Name,Contact Phone Number,Address,Address City,Address State,Address ZIP,Address Borough,Latitude,Longitude
DYNAMIC PARKING LLC,2126869800,222 E 41ST ST,NEW YORK,NY,10017,Manhattan,40.74957,-73.973945
"IMPERIAL PARKING (U.S.), LLC",2129378660,212 S OXFORD ST,BROOKLYN,NY,11217,Brooklyn,40.68322,-73.972987
"YORKVILLE CAR PARK, LLC",,1635 3RD AVE,NEW YORK,NY,10128,Manhattan,40.782311,-73.951318
EMERALD PARKING SOLUTIONS INC.,3476385589,1600 SEDGWICK AVE,BRONX,NY,10453,Bronx,40.848294,-73.923776
CH RENTAL PARKING LLC,2123483268,414 HICKS ST,BROOKLYN,NY,11201,Brooklyn,40.688335,-73.999683
WELCOME PARKING LIMITED LIABILITY COMPANY,2016807129,8806 VAN WYCK EXPY,JAMAICA,NY,11418,Queens,40.701964,-73.81676
VIP CAPITAL PARKING CORPORATION,2129253331,298 MULBERRY ST,NEW YORK,NY,10012,Manhattan,40.725192,-73.994676
K & R PARKING CORP.,6467376163,1872 E TREMONT AVE,BRONX,NY,10460,Bronx,40.840876,-73.864744
IMPERIAL PARKING US LLC,2129378660,120-01 ROOSEVELT AVENUE,FLUSHING,NY,11368,,40.755624,-73.846364
PF PARKING CORP.,5163781222,24 LEONARD ST,NEW YORK,NY,10013,Manhattan,40.718402,-74.007565
"FLASH 31 MANAGEMENT, LLC",7187880066,124 W 31ST ST,NEW YORK,NY,10001,Manhattan,40.748059,-73.989766
WEST SIDE PARKING CORP.,2122748513,432 WASHINGTON ST,NEW YORK,NY,10013,Manhattan,40.723158,-74.010565
"QSB 267 PROPERTY CO, LLC",,271 W 87TH ST,NEW YORK,NY,10024,Manhattan,40.789341,-73.976321
QUIK PARK CHESAPEAKE LLC,2128322066,400 E 81ST ST,NEW YORK,NY,10028,Manhattan,40.773453,-73.951501
"ESP GROUP OF NEW YORK, INC.",7184697672,354 CLARKSON AVE,BROOKLYN,NY,11226,Brooklyn,40.655342,-73.94805
GRAND CAR PARK LLC,2122216111,110 E 42ND ST,NEW YORK,NY,10017,Manhattan,40.751656,-73.97698
SOUTH WILLIAM PARKING LLC,2126869800,16 S WILLIAM ST,NEW YORK,NY,10004,Manhattan,40.704813,-74.010498
IMPARK NORTH END LLC,2129378660,211 N END AVE,NEW YORK,NY,10282,Manhattan,40.716315,-74.01531
EZY PARKING INC.,7182944264,930 SHERIDAN AVE,BRONX,NY,10451,Bronx,40.827608,-73.920316
EASTSIDE PARKING LLC,2123558890,45 SUTTON PL S,NEW YORK,NY,10022,Manhattan,40.75563,-73.961572
SAB PARKING INC.,6468610883,200 E END AVE,NEW YORK,NY,10128,Manhattan,40.777364,-73.943355
PARKING 56 LLC,6467734400,33 W 56TH ST,NEW YORK,NY,10019,Manhattan,40.763138,-73.976205
REED PARKING CORP.,2124903460,10025 QUEENS BLVD,FLUSHING,NY,11375,Queens,40.727058,-73.852462
MANHATTAN PARKING E 71 ST  CORP,2128619652,311 E 71ST ST,NEW YORK,NY,10021,Manhattan,40.767858,-73.957918
WETHEROLE LLC,7188969896,6574 WETHEROLE ST,REGO PARK,NY,11374,Queens,40.725728,-73.858012
200 EAST PARKING CORP.,2127500254,1081 3RD AVE,NEW YORK,NY,10065,Manhattan,40.764405,-73.964274
"CODY CAR PARK, INC.",2122216111,555 11TH ST,BROOKLYN,NY,11215,Brooklyn,40.664882,-73.980669
QUIK PARK MORTON LLC,,1 MORTON SQ,NEW YORK,NY,10014,Manhattan,40.731028,-74.010076
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2125025490,501 E 87TH ST,NEW YORK,NY,10128,Manhattan,40.776582,-73.94627
IMPARK QB LLC,212-937-8660,9277 QUEENS BLVD,REGO PARK,NY,11374,Queens,40.732219,-73.866397
DEAN STREET PARKING CORP.,7183983409,885 DEAN ST,BROOKLYN,NY,11238,Brooklyn,40.678817,-73.960593
QUIK PARK EAST 88TH STREET LLC,2128323022,160 E 88TH ST,NEW YORK,NY,10128,Manhattan,40.780641,-73.954515
"RISING WOLF PARKING GARAGE, LLC",2124755858,336 E 9TH ST,NEW YORK,NY,10003,Manhattan,40.728526,-73.985922
"ABM INDUSTRY GROUPS, LLC",2127576500,1633 BROADWAY,NEW YORK,NY,10019,Manhattan,40.761997,-73.984228
159 WEST 53RD PARKING CORP,2127367171,159 W 53RD ST,NEW YORK,NY,10019,Manhattan,40.762799,-73.981217
LM SUSIE PARKING LLC,2127143571,214 W 95TH ST,NEW YORK,NY,10025,Manhattan,40.793417,-73.971233
403 East 60th Street Parking LLC,,403 E 60TH ST,NEW YORK,NY,10022,Manhattan,40.760341,-73.961413
8TH STREET PARKING LLC,2126869800,11 5TH AVE,NEW YORK,NY,10003,Manhattan,40.732628,-73.995853
PARAMOUNT CAR PARK LLC,2122216111,353 4TH AVE,BROOKLYN,NY,11215,Brooklyn,40.672896,-73.986312
ABLE PARKING LLC,2129299404,160 W 124TH ST,NEW YORK,NY,10027,Manhattan,40.807699,-73.947368
APEX PARKING LLC,2126869800,440 W 57TH ST,NEW YORK,NY,10019,Manhattan,40.76844,-73.987402
"ALLIANCE IMPALA PARKING, LLC",2125810535,404 E 76TH ST,NEW YORK,NY,10021,Manhattan,40.770042,-73.95354
EDISON 9TH AVENUE PARKING CORPORATION,2016432080,440 W 33RD ST,NEW YORK,NY,10001,Manhattan,40.753284,-73.998112
COMMAND PARKING LLC,212-686-9800,1700 BROADWAY,NEW YORK,NY,10019,Manhattan,40.763342,-73.9824
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2125025490,15001 89TH AVE,JAMAICA,NY,11432,Queens,40.708756,-73.794374
ONE PARKING 200 PARK INC.,5618337222,200 PARK AVE,NEW YORK,NY,10166,Manhattan,40.753965,-73.976401
201 PEARL PARKING CORP.,2127367171,201 PEARL ST,NEW YORK,NY,10038,Manhattan,40.706892,-74.006743
UPTOWN PARKING GARAGE CORPORATION,6462593636,160 W 124TH ST,NEW YORK,NY,10027,Manhattan,40.807699,-73.947368
TODAY PARKING CORP.,2125696249,284 DYCKMAN ST,NEW YORK,NY,10034,Manhattan,40.866995,-73.929293
STOP-PARK GARAGE CORP.,2126296602,18 MORTON ST,NEW YORK,NY,10014,Manhattan,40.731146,-74.003939
STANDARD PARKING CORPORATION,7182926515,71 E 153RD ST,BRONX,NY,10451,Bronx,40.825823,-73.92913
QUIK PARK TRUFFLES LLC,2128322066,12 E 13TH ST,NEW YORK,NY,10003,Manhattan,40.734892,-73.993364
82ND ST. PARKING GARAGE CORP.,7187794774,3555 82ND ST,JACKSON HEIGHTS,NY,11372,Queens,40.75358,-73.885037
SUTTON 53 PARKING LLC,212-686-9800,410 E 54TH ST,NEW YORK,NY,10022,Manhattan,40.756155,-73.964225
"DISCOUNT PARKING, INC",5166267412,180 ASHLAND PL,BROOKLYN,NY,11217,Brooklyn,40.689469,-73.978659
"KINNEY PARKING SYSTEM, INC.",2125025490,200 E 88TH ST,NEW YORK,NY,10128,Manhattan,40.788989,-73.974302
PPS NEPTUNE LLC,2123606300,360 NEPTUNE AVE,BROOKLYN,NY,11235,Brooklyn,40.580609,-73.965696
"RENOIR CAR PARK, LLC",2129966363,225 E 63RD ST,NEW YORK,NY,10065,Manhattan,40.763626,-73.963434
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2125025490,568 UNION AVE,BROOKLYN,NY,11211,Brooklyn,40.717753,-73.951983
"87-10 NORTHERN BLVD PARKING, LLC",9175924762,3306 88TH ST,JACKSON HEIGHTS,NY,11372,Queens,40.752223,-73.879104
"KINNEY PARKING SYSTEM, INC.",212-502-5490,211 E 57TH ST,NEW YORK,NY,10022,Manhattan,40.760289,-73.967287
LTG PARKING CORP.,2126869800,185 W END AVE,NEW YORK,NY,10023,Manhattan,40.777668,-73.986471
207 GARAGE L.L.C.,8004090819,3875 9TH AVE,NEW YORK,NY,10034,Manhattan,40.864066,-73.9166
"90 WASHINGTON CAR PARK, LLC",2129966363,90 WASHINGTON ST,NEW YORK,NY,10006,Manhattan,40.707997,-74.014666
QUIK PARK EAGLE LLC,2128322066,240 E 41ST ST,NEW YORK,NY,10017,Manhattan,40.749333,-73.973483
AMPCO SYSTEM PARKING,2127542678,13 E 54TH ST,NEW YORK,NY,10022,Manhattan,40.760692,-73.974281
POO PARKING CORP.,2124903460,1650 SELWYN AVE,BRONX,NY,10457,Bronx,40.843616,-73.910255
FANDA PARKING LLC,2125945050,340 E 74TH ST,NEW YORK,NY,10021,Manhattan,40.769321,-73.955818
QUIK PARK WEST 50TH STREET LLC,,1633 BROADWAY,NEW YORK,NY,10019,Manhattan,40.761997,-73.984228
GR PARKING INC,3474459514,4007 73RD ST,WOODSIDE,NY,11377,Queens,40.746436,-73.892099
MAESTRO PARKING LLC,2126869800,882 7TH AVE,NEW YORK,NY,10019,Manhattan,40.764869,-73.980795
"ABM INDUSTRY GROUPS, LLC",2127576500,866 UNITED NATIONS PLZ,NEW YORK,NY,10017,Manhattan,40.752316,-73.966039
"ESP GROUP OF NEW YORK, INC.",7184697672,349 LENOX RD,BROOKLYN,NY,11226,Brooklyn,40.654403,-73.948743
ARTHUR MANAGEMENT CORPORATION,7186188021,4400 3RD AVE,BRONX,NY,10457,Bronx,40.85181,-73.892802
LONG ISLAND JEWISH MEDICAL CENTER,7184707764,27117 76TH AVE,NEW HYDE PARK,NY,11040,Queens,40.751297,-73.700985
WEST 31ST GARAGE CORP.,2127367171,148 W 31ST ST,NEW YORK,NY,10001,Manhattan,40.748354,-73.990293
"HOME HOSPITAL PARKING, LLC",2126279822,2621 AQUEDUCT AVE,BRONX,NY,10468,Bronx,40.867066,-73.901118
QUIK PARK TRIBECA II LLC,2126869800,450 WASHINGTON ST,NEW YORK,NY,10013,Manhattan,40.723639,-74.010446
QUIK PARK PCVST GARAGE LLC,2126145862,527 E 14TH ST,NEW YORK,NY,10009,Manhattan,40.730307,-73.979793
ANITA HOLDING LLC,2125642111,9905 63RD DR,REGO PARK,NY,11374,Queens,40.73209,-73.856353
NEPTUNE PARKING LLC,2126869800,486 NEPTUNE AVE,BROOKLYN,NY,11224,Brooklyn,40.579242,-73.972312
GLOBAL PARKING LLC,2126869800,143 W 40TH ST,NEW YORK,NY,10018,Manhattan,40.754634,-73.987333
LAFAYETTE PLACE PARKING LLC,2127771659,445 LAFAYETTE ST,NEW YORK,NY,10003,Manhattan,40.729535,-73.991398
"ABM INDUSTRY GROUPS, LLC",2127576500,750 LEXINGTON AVE,NEW YORK,NY,10022,Manhattan,40.762515,-73.968556
QUIK PARK 1133 GARAGE LLC,2126869800,1133 AVENUE OF THE AMERICAS,NEW YORK,NY,10036,Manhattan,40.755955,-73.983633
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2125025490,506 W 181ST ST,NEW YORK,NY,10033,Manhattan,40.848291,-73.931624
3896 PARKING CORP.,2125696508,3896 10TH AVE,NEW YORK,NY,10034,Manhattan,40.86542,-73.918459
9-11 LLC,212-686-9800,9 PARK AVE,NEW YORK,NY,10016,Manhattan,40.747267,-73.980902
CHAMPION PARKING 68 LLC,2123085959,80 CENTRAL PARK W,NEW YORK,NY,10023,Manhattan,40.773926,-73.9779
EAST VILLAGE PARKING LLC,2126869800,22 E 1ST ST,NEW YORK,NY,10003,Manhattan,40.724582,-73.991276
"KINNEY PARKING SYSTEM, INC.",2125025490,14 CHARLTON ST,NEW YORK,NY,10014,Manhattan,40.726848,-74.004003
"KINNEY PARKING SYSTEM, INC.",7186589619,16327 ARCHER AVE,JAMAICA,NY,11433,Queens,40.70344,-73.79637
QUIK PARK 175 K LLC,2128322066,53 N 3RD ST,BROOKLYN,NY,11249,Brooklyn,40.717816,-73.963554
ATLANTIC GARAGE MANAGEMENT LLC,646-964-4323,238 ATLANTIC AVE,BROOKLYN,NY,11201,Brooklyn,40.689195,-73.991361
QUEENS WEST PARKING LLC,7186061760,476 47TH AVE,LONG ISLAND CITY,NY,11109,Queens,40.742915,-73.933213
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2125025490,7074 E 162ND ST,BRONX,NY,10452,,40.831154,-73.928865
CENTURY PARKING CORP.,2127367171,2600 NETHERLAND AVE,BRONX,NY,10463,Bronx,40.87848,-73.915679
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2126296602,798 UNION ST,BROOKLYN,NY,11215,Brooklyn,40.674512,-73.976487
"KINNEY PARKING SYSTEM, LLC",2125025490,1153 YORK AVE,NEW YORK,NY,10065,Manhattan,40.760726,-73.958445
IMPERIAL HOUSE PARKING LLC,2127142442,150 E 69TH ST,NEW YORK,NY,10021,Manhattan,40.767956,-73.962951
"LAN TIAN GARAGE, INC.",2123859600,89 HENRY ST,NEW YORK,NY,10002,Manhattan,40.713274,-73.993295
OMEGA PARKING SYSTEMS LLC,2127251791,200 E 24TH ST,NEW YORK,NY,10010,Manhattan,40.739229,-73.982432
132 EAST 35TH STREET GARAGE LLC,6465840409,132 E 35TH ST,NEW YORK,NY,10016,Manhattan,40.747045,-73.979602
21ST GARAGE LLC,2126270012,436 W 36TH ST,NEW YORK,NY,10018,Manhattan,40.755123,-73.996815
QUIK PARK 485 GARAGE LLC,2128322066,485 LEXINGTON AVE,NEW YORK,NY,10017,Manhattan,40.75425,-73.97383
"ABM PARKING SERVICES, INC",2122131282,1633 BROADWAY,NEW YORK,NY,10019,Manhattan,40.761997,-73.984228
"KINNEY PARKING SYSTEM, INC.",2125025490,477 LEXINGTON AVE,NEW YORK,NY,10017,Manhattan,40.753844,-73.97419
CROTONA PARKWAY GARAGE INC.,7186206177,1981 HONEYWELL AVE,BRONX,NY,10460,Bronx,40.843023,-73.884436
AD PARKING INC.,7189939003,331 E 132ND ST,BRONX,NY,10454,Bronx,40.805538,-73.926226
QUIK PARK WARREN GARAGE LLC,2128322066,86 WARREN ST,NEW YORK,NY,10007,Manhattan,40.715505,-74.010325
AUDUBON PARKING MGMT LLC.,,284 AUDUBON AVE,NEW YORK,NY,10033,Manhattan,40.847727,-73.933264
425 EAST 79 CAR PARK LLC,2129966363,415 E 79TH ST,NEW YORK,NY,10075,Manhattan,40.772335,-73.95237
815 TENTH PARKING LLC,212-686-9800,815 10TH AVE,NEW YORK,NY,10019,Manhattan,40.767515,-73.989955
PARK RIGHT CORPORATION,2122624771,235 GOLD ST,BROOKLYN,NY,11201,Brooklyn,40.697235,-73.982981
"ONE PARKING GOTHAM, INC.",2123706530,4209 28TH ST,LONG ISLAND CITY,NY,11101,Queens,40.749585,-73.938967
QUIK PARK HUDSON 180 LLC,2128322066,180 RIVERSIDE BLVD,NEW YORK,NY,10069,Manhattan,40.778474,-73.988287
"QUIK PARK EAST 67TH STREET, LLC",2128322066,400 E 67TH ST,NEW YORK,NY,10065,Manhattan,40.764285,-73.958313
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",7185260156,15902 JAMAICA AVE,JAMAICA,NY,11432,Queens,40.703278,-73.799939
BELUGA PARKING CORP,2125416050,1830 E TREMONT AVE,BRONX,NY,10460,Bronx,40.840348,-73.866646
93RD STREET PARKING LLC,212-686-9800,100 W 93RD ST,NEW YORK,NY,10025,Manhattan,40.790986,-73.96963
IMPERIAL PARKING US LLC,2129378660,450 EAST 79TH ST,NEW YORK,NY,10075,Manhattan,40.771725,-73.951889
"LM CHASE PARKING, LLC.",2127143571,344 E 52ND ST,NEW YORK,NY,10022,Manhattan,40.755542,-73.966858
"REGAL CAR PARK, LLC",1212216111,33 W 56TH ST,NEW YORK,NY,10019,Manhattan,40.763138,-73.976205
F & M PARKING LOT CORP.,7188501030,363 E 138TH ST,BRONX,NY,10454,Bronx,40.809736,-73.924265
5TH AVENUE PROPERTY & PARKING LLC,2124211117,1325 5TH AVE,NEW YORK,NY,10026,Manhattan,40.797739,-73.948366
F&T MANAGEMENT & PARKING CORP.,7188881980,13331 39TH AVE,FLUSHING,NY,11354,Queens,40.759818,-73.832935
"IMPERIAL PARKING (U.S.), INC",2129378660,251 AVENUE C,NEW YORK,NY,10009,Manhattan,40.729187,-73.975481
"CENTRAL PARKING SYSTEM OF NEW YORK, INC",2125025490,375 PARK AVE,NEW YORK,NY,10152,Manhattan,40.758519,-73.972299
CHAMPION BROADWAY PARKING CORP,2124739061,60 E 8TH ST,NEW YORK,NY,10003,Manhattan,40.730642,-73.99278
QUIK PARK WEST 57 LLC,2128322066,9 W 57TH ST,NEW YORK,NY,10019,Manhattan,40.76379,-73.975182
SBC PARKING LLC,2128318816,50 E 89TH ST,NEW YORK,NY,10128,Manhattan,40.782387,-73.956822
"MAIDEN PARKING MGMT, LLC",2127957275,151 MAIDEN LN,NEW YORK,NY,10038,Manhattan,40.705748,-74.005177
"ELEMENT PARKING MGMT, LLC",2127957275,555 W 59TH ST,NEW YORK,NY,10019,Manhattan,40.77171,-73.989732
PROBE PARKING LLC,2126869800,300 E 46TH ST,NEW YORK,NY,10017,Manhattan,40.752195,-73.970176
UNIVERSAL PARKING LLC,212-686-9800,55 W 14TH ST,NEW YORK,NY,10011,Manhattan,40.737242,-73.996163
STANDARD PARKING CORP,2129163480,4028 COLLEGE POINT BLVD,FLUSHING,NY,11354,Queens,40.757338,-73.834212
CITY PARKING LLC,2127078993,525 E 11TH ST,NEW YORK,NY,10009,Manhattan,40.728024,-73.980532
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2125025490,1470 MADISON AVE,NEW YORK,NY,10029,Manhattan,40.790879,-73.951693
"KINNEY PARKING SYSTEM, INC.",2125025490,123 W 56TH ST,NEW YORK,NY,10019,Manhattan,40.764276,-73.978794
"FIELD LAGUARDIA ASSOCIATES, INC.",7184576300,10404 DITMARS BLVD,EAST ELMHURST,NY,11369,Queens,40.767393,-73.866911
"78 PARKING MANAGEMENT, LLC",7187880066,404 E 79TH ST,NEW YORK,NY,10075,Manhattan,40.771998,-73.952279
STANDARD PARKING CORPORATION,7185384249,950 RIVER AVE,BRONX,NY,10452,Bronx,40.83001,-73.924479
79TH STREET PARKING LLC,2126869800,900 PARK AVE,NEW YORK,NY,10075,Manhattan,40.776023,-73.960767
231ST STREET PARKING LLC,718-708-5077,3217 IRWIN AVE,BRONX,NY,10463,Bronx,40.882606,-73.907942
SAGE PARKING CORP.,7185387336,1295 JEROME AVE,BRONX,NY,10452,Bronx,40.838016,-73.919778
420 EAST 51ST PARKING LLC,2128587565,420 E 51ST ST,NEW YORK,NY,10022,Manhattan,40.754126,-73.965095
"KINNEY PARKING SYSTEM, INC.",2125025490,212 E 47TH ST,NEW YORK,NY,10017,Manhattan,40.753385,-73.971541
WILLSHIRE CAR PARK INC.,2122216111,18230 WEXFORD TER,JAMAICA,NY,11432,Queens,40.714562,-73.780079
LTG PARKING CORP.,2129999999,185 W END AVE,NEW YORK,NY,10023,Manhattan,40.777668,-73.986471
C.V. PARKING LLC,2127959070,200 CABRINI BLVD,NEW YORK,NY,10033,Manhattan,40.854533,-73.938937
ENTERPRISE ANN PARKING LLC,2127143571,57 ANN ST,NEW YORK,NY,10038,Manhattan,40.710249,-74.006591
BLEECKER PARKING CORP.,2122748303,350 BLEECKER ST,NEW YORK,NY,10014,Manhattan,40.734328,-74.004786
PF PARKING CORP.,7184307021,1975 EASTCHESTER RD,BRONX,NY,10461,Bronx,40.852802,-73.843706
QUIK PARK HUDSON LLC,212-686-9800,160 RIVERSIDE BLVD,NEW YORK,NY,10069,Manhattan,40.777769,-73.988529
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",7188555544,15 HOYT ST,BROOKLYN,NY,11201,Brooklyn,40.689967,-73.985391
SJS 39 AVENUE PARKING LLC,718-886-4035,3907 PRINCE ST,FLUSHING,NY,11354,Queens,40.759364,-73.832034
R & M PARKING CORP.,7186811406,600 E 156TH ST,BRONX,NY,10455,Bronx,40.818844,-73.909571
"CHOY & C GROUP, INC.",,4235 MAIN ST,FLUSHING,NY,11355,Queens,40.754558,-73.827735
"PARKING COMPANY OF AMERICA AIRPORTS, LLC",7183222221,14916 131ST ST,JAMAICA,NY,11430,Queens,40.664646,-73.808852
21 EAST 12TH STREET PARKING LLC,2129293041,21 E 12TH ST,NEW YORK,NY,10003,Manhattan,40.734122,-73.993016
MP 126 LLC,2124903460,163 E 125TH ST,NEW YORK,NY,10035,Manhattan,40.804125,-73.936412
"SWEETS PARKING I, INC.",2127533100,437 MADISON AVE,NEW YORK,NY,10022,Manhattan,40.757471,-73.975643
"CARNEGIE CAR PARK, INC.",2129966363,40 E 94TH ST,NEW YORK,NY,10128,Manhattan,40.785621,-73.954649
HANOVER PARKING LLC,2126869800,7 HANOVER SQ,NEW YORK,NY,10004,Manhattan,40.704265,-74.009335
"SMITH CAR PARK, LLC",2129966363,75 SMITH ST,BROOKLYN,NY,11201,Brooklyn,40.68907,-73.988652
"ABM INDUSTRY GROUPS, LLC",2127576500,475 PARK AVE S,NEW YORK,NY,10016,Manhattan,40.745374,-73.982245
20166 PARKING LLC,212-794-0111,202 E 67TH ST,NEW YORK,NY,10065,Manhattan,40.766375,-73.96275
AMP VALET PARKING INC.,7182882213,5423 8TH AVE,BROOKLYN,NY,11220,Brooklyn,40.638214,-74.006202
"LAZ PARKING NEW YORK, NEW JERSEY LLC",2122652239,251 AVENUE C,NEW YORK,NY,10009,Manhattan,40.729187,-73.975481
TAURUS MANAGEMENT CORP.,7188661000,906 UNION ST,BROOKLYN,NY,11215,Brooklyn,40.672818,-73.971593
LENOX PARKING GARAGE LLC,2032029746,380 LENOX AVE,NEW YORK,NY,10027,Manhattan,40.810438,-73.943203
QUIK PARK 184 MANAGEMENT LLC,212-686-9800,184 KENT AVE,BROOKLYN,NY,11211,Brooklyn,40.718374,-73.963969
S.T.A. PARKING CORP.,2127378850,433 E 76TH ST,NEW YORK,NY,10021,Manhattan,40.769806,-73.952477
"CENTRAL PARKING SYSTEM OF NEW YORK, INC",2125025490,47 CHURCH STREET,NEW YORK,NY,10007,,40.71121,-74.010539
ROX PARKING MANAGEMENT COMPANY LLC,2124868603,351 E 51ST ST,NEW YORK,NY,10022,Manhattan,40.75479,-73.966131
EMBASSY PARKING LLC,2128887400,120 E 81ST ST,NEW YORK,NY,10028,Manhattan,40.776354,-73.958384
WEST 108TH STREET PARKING GARAGE CORPORATION,2122228800,234 W 108TH ST,NEW YORK,NY,10025,Manhattan,40.802426,-73.96663
"KINNEY PARKING SYSTEM, INC.",2125025490,29 E 50TH ST,NEW YORK,NY,10022,Manhattan,40.757972,-73.975484
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2125025490,9777 QUEENS BLVD,REGO PARK,NY,11374,Queens,40.728984,-73.858349
"BAS PARKING, INC.",2126289447,530 E 72ND ST,NEW YORK,NY,10021,Manhattan,40.765979,-73.952102
245 EAST 36TH STREET GARAGE CORP.,2126880700,237 E 36TH ST,NEW YORK,NY,10016,Manhattan,40.746624,-73.975976
PEAK TIME PARKING INC.,7182204580,4469 BROADWAY,NEW YORK,NY,10040,Manhattan,40.857499,-73.932456
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2125025490,22 E 1ST ST,NEW YORK,NY,10003,Manhattan,40.724582,-73.991276
FULTON LAWRENCE PARKING LLC,2126869800,111 LAWRENCE ST,BROOKLYN,NY,11201,Brooklyn,40.692679,-73.986117
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2125025490,519 W 161ST ST,NEW YORK,NY,10032,Manhattan,40.835941,-73.941334
ENTERPRISE 87 CORP.,2125643199,1065 PARK AVE,NEW YORK,NY,10128,Manhattan,40.780908,-73.95632
"KINNEY PARKING SYSTEM, INC.",2125025490,1257 3RD AVE,NEW YORK,NY,10021,Manhattan,40.769933,-73.96033
CL PARKING LLC,212-686-9800,4809 CENTER BLVD,LONG ISLAND CITY,NY,11109,Queens,40.744465,-73.957666
UNIVERSITY 10 PARKING LLC,2126869800,63 E 9TH ST,NEW YORK,NY,10003,Manhattan,40.731407,-73.992236
TAINO TOWERS GARAGE CORP.,2125670234,221 E 122ND ST,NEW YORK,NY,10035,Manhattan,40.801556,-73.936445
QUIK PARK WEST 23RD STREET GARAGE LLC,2128322066,425 W 23RD ST,NEW YORK,NY,10011,Manhattan,40.747088,-74.002292
STELLMAR PARKING LLC,212-879-8798,30 E 65TH ST,NEW YORK,NY,10065,Manhattan,40.767159,-73.968483
QUIK PARK EAST 72 LLC,2128322066,525 E 72ND ST,NEW YORK,NY,10021,Manhattan,40.766495,-73.951597
ISABEL PARKING LLC,6465840409,950 RIVER AVE,BRONX,NY,10452,Bronx,40.83001,-73.924479
MID TOWN PARKING CORP.,2127536116,575 LEXINGTON AVE,NEW YORK,NY,10022,Manhattan,40.757321,-73.97159
CASTLE GARAGE LLC,2126869800,135 E 31ST ST,NEW YORK,NY,10016,Manhattan,40.744418,-73.980646
SELECT PARKING LLC,2126869800,301 E 57TH ST,NEW YORK,NY,10022,Manhattan,40.759366,-73.964868
"CARLYLE CAR PARK, LLC",2125702182,53 E 76TH ST,NEW YORK,NY,10021,Manhattan,40.77414,-73.962746
24 LEONARD PARKING LLC,2126202621,24 LEONARD ST,NEW YORK,NY,10013,Manhattan,40.718402,-74.007565
RELIANT PARKING LLC,2126869800,225 W 83RD ST,NEW YORK,NY,10024,Manhattan,40.78619,-73.977258
21ST GARAGE LLC,2126270012,444 10TH AVE,NEW YORK,NY,10001,Manhattan,40.755052,-73.998584
225 EAST 63RD PARKING CORP,2127367171,221 E 63RD ST,NEW YORK,NY,10065,Manhattan,40.763996,-73.964336
QUIK PARK HUDSON LLC,2128322657,140 RIVERSIDE BLVD,NEW YORK,NY,10069,Manhattan,40.77708,-73.988846
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2126296602,1250 BROADWAY,NEW YORK,NY,10001,Manhattan,40.747571,-73.988018
CHURCH STREET PARKING LLC,2126869800,110 CHURCH ST,NEW YORK,NY,10007,Manhattan,40.713507,-74.009269
KIDS PARKING CORP.,2129644968,105 DUANE ST,NEW YORK,NY,10007,Manhattan,40.715584,-74.005923
ULTRA-PARK LLC,2128749633,424 W END AVE,NEW YORK,NY,10024,Manhattan,40.78527,-73.980264
STANDARD PARKING CORPORATION,2129163480,10420 QUEENS BLVD,FOREST HILLS,NY,11375,Queens,40.723697,-73.850074
NEW RIVERDALE PARKING INC.,2128821911,3217 IRWIN AVE,BRONX,NY,10463,Bronx,40.882606,-73.907942
"550 WEST 25TH CAR PARK, LLC",2129966363,550 W 25TH ST,NEW YORK,NY,10001,Manhattan,40.749791,-74.005435
"IMPERIAL PARKING (U.S.), LLC",2129378660,9015 PARSONS BLVD,JAMAICA,NY,11432,Queens,40.704571,-73.800744
751 CVW LLC,9175840383,173 E 156TH ST,BRONX,NY,10451,Bronx,40.823266,-73.923595
QUIK PARK UNDERHILL LLC,2128322066,105 UNDERHILL AVE,BROOKLYN,NY,11238,Brooklyn,40.677428,-73.965698
"SB PARK AVE PARKING, LLC",7187331820,225 E 149TH ST,BRONX,NY,10451,Bronx,40.818159,-73.92474
SP PLUS CORPORATION,2125025490,375 PARK AVE,NEW YORK,NY,10152,Manhattan,40.758519,-73.972299
"IMPERIAL PARKING (U.S.), LLC",212-934-8660,355 FRONT ST,STATEN ISLAND,NY,10304,Staten Island,40.629452,-74.074452
"CENTRAL PARKING SYSTEM OF NEW YORK, INC",2125025490,885 6TH AVE,NEW YORK,NY,10001,Manhattan,40.748225,-73.989154
POO PARKING CORP.,2124903460,1650 SELWYN AVE,BRONX,NY,10457,Bronx,40.843616,-73.910255
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2125025490,9 W 57TH ST,NEW YORK,NY,10019,Manhattan,40.76379,-73.975182
QUIK PARK TRUFFLES LLC,2128322066,312 W 34TH ST,NEW YORK,NY,10001,Manhattan,40.752419,-73.994417
