Business Name,Contact Phone Number,Address,Address City,Address State,Address ZIP,Address Borough
"KINNEY PARKING SYSTEM, INC.",7186589619,16327 ARCHER AVE,JAMAICA,NY,11433,Queens
QUIK PARK 175 K LLC,2128322066,53 N 3RD ST,BROOKLYN,NY,11249,Brooklyn
ATLANTIC GARAGE MANAGEMENT LLC,646-964-4323,238 ATLANTIC AVE,BROOKLYN,NY,11201,Brooklyn
QUEENS WEST PARKING LLC,7186061760,476 47TH AVE,LONG ISLAND CITY,NY,11109,Queens
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2125025490,7074 E 162ND ST,BRONX,NY,10452,
CENTURY PARKING CORP.,2127367171,2600 NETHERLAND AVE,BRONX,NY,10463,Bronx
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2126296602,798 UNION ST,BROOKLYN,NY,11215,Brooklyn
"KINNEY PARKING SYSTEM, LLC",2125025490,1153 YORK AVE,NEW YORK,NY,10065,Manhattan
IMPERIAL HOUSE PARKING LLC,2127142442,150 E 69TH ST,NEW YORK,NY,10021,Manhattan
"LAN TIAN GARAGE, INC.",2123859600,89 HENRY ST,NEW YORK,NY,10002,Manhattan
OMEGA PARKING SYSTEMS LLC,2127251791,200 E 24TH ST,NEW YORK,NY,10010,Manhattan
132 EAST 35TH STREET GARAGE LLC,6465840409,132 E 35TH ST,NEW YORK,NY,10016,Manhattan
21ST GARAGE LLC,2126270012,436 W 36TH ST,NEW YORK,NY,10018,Manhattan
QUIK PARK 485 GARAGE LLC,2128322066,485 LEXINGTON AVE,NEW YORK,NY,10017,Manhattan
"ABM PARKING SERVICES, INC",2122131282,1633 BROADWAY,NEW YORK,NY,10019,Manhattan
"KINNEY PARKING SYSTEM, INC.",2125025490,477 LEXINGTON AVE,NEW YORK,NY,10017,Manhattan
CROTONA PARKWAY GARAGE INC.,7186206177,1981 HONEYWELL AVE,BRONX,NY,10460,Bronx
AD PARKING INC.,7189939003,331 E 132ND ST,BRONX,NY,10454,Bronx
QUIK PARK WARREN GARAGE LLC,2128322066,86 WARREN ST,NEW YORK,NY,10007,Manhattan
AUDUBON PARKING MGMT LLC.,,284 AUDUBON AVE,NEW YORK,NY,10033,Manhattan
425 EAST 79 CAR PARK LLC,2129966363,415 E 79TH ST,NEW YORK,NY,10075,Manhattan
815 TENTH PARKING LLC,212-686-9800,815 10TH AVE,NEW YORK,NY,10019,Manhattan
PARK RIGHT CORPORATION,2122624771,235 GOLD ST,BROOKLYN,NY,11201,Brooklyn
"ONE PARKING GOTHAM, INC.",2123706530,4209 28TH ST,LONG ISLAND CITY,NY,11101,Queens
QUIK PARK HUDSON 180 LLC,2128322066,180 RIVERSIDE BLVD,NEW YORK,NY,10069,Manhattan
"QUIK PARK EAST 67TH STREET, LLC",2128322066,400 E 67TH ST,NEW YORK,NY,10065,Manhattan
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",7185260156,15902 JAMAICA AVE,JAMAICA,NY,11432,Queens
BELUGA PARKING CORP,2125416050,1830 E TREMONT AVE,BRONX,NY,10460,Bronx
93RD STREET PARKING LLC,212-686-9800,100 W 93RD ST,NEW YORK,NY,10025,Manhattan
IMPERIAL PARKING US LLC,2129378660,450 EAST 79TH ST,NEW YORK,NY,10075,Manhattan
"LM CHASE PARKING, LLC.",2127143571,344 E 52ND ST,NEW YORK,NY,10022,Manhattan
"REGAL CAR PARK, LLC",1212216111,33 W 56TH ST,NEW YORK,NY,10019,Manhattan
F & M PARKING LOT CORP.,7188501030,363 E 138TH ST,BRONX,NY,10454,Bronx
5TH AVENUE PROPERTY & PARKING LLC,2124211117,1325 5TH AVE,NEW YORK,NY,10026,Manhattan
F&T MANAGEMENT & PARKING CORP.,7188881980,13331 39TH AVE,FLUSHING,NY,11354,Queens
"IMPERIAL PARKING (U.S.), INC",2129378660,251 AVENUE C,NEW YORK,NY,10009,Manhattan
"CENTRAL PARKING SYSTEM OF NEW YORK, INC",2125025490,375 PARK AVE,NEW YORK,NY,10152,Manhattan
CHAMPION BROADWAY PARKING CORP,2124739061,60 E 8TH ST,NEW YORK,NY,10003,Manhattan
QUIK PARK WEST 57 LLC,2128322066,9 W 57TH ST,NEW YORK,NY,10019,Manhattan
SBC PARKING LLC,2128318816,50 E 89TH ST,NEW YORK,NY,10128,Manhattan
"MAIDEN PARKING MGMT, LLC",2127957275,151 MAIDEN LN,NEW YORK,NY,10038,Manhattan
"ELEMENT PARKING MGMT, LLC",2127957275,555 W 59TH ST,NEW YORK,NY,10019,Manhattan
PROBE PARKING LLC,2126869800,300 E 46TH ST,NEW YORK,NY,10017,Manhattan
UNIVERSAL PARKING LLC,212-686-9800,55 W 14TH ST,NEW YORK,NY,10011,Manhattan
STANDARD PARKING CORP,2129163480,4028 COLLEGE POINT BLVD,FLUSHING,NY,11354,Queens
CITY PARKING LLC,2127078993,525 E 11TH ST,NEW YORK,NY,10009,Manhattan
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2125025490,1470 MADISON AVE,NEW YORK,NY,10029,Manhattan
"KINNEY PARKING SYSTEM, INC.",2125025490,123 W 56TH ST,NEW YORK,NY,10019,Manhattan
"FIELD LAGUARDIA ASSOCIATES, INC.",7184576300,10404 DITMARS BLVD,EAST ELMHURST,NY,11369,Queens
"78 PARKING MANAGEMENT, LLC",7187880066,404 E 79TH ST,NEW YORK,NY,10075,Manhattan
STANDARD PARKING CORPORATION,7185384249,950 RIVER AVE,BRONX,NY,10452,Bronx
79TH STREET PARKING LLC,2126869800,900 PARK AVE,NEW YORK,NY,10075,Manhattan
231ST STREET PARKING LLC,718-708-5077,3217 IRWIN AVE,BRONX,NY,10463,Bronx
SAGE PARKING CORP.,7185387336,1295 JEROME AVE,BRONX,NY,10452,Bronx
420 EAST 51ST PARKING LLC,2128587565,420 E 51ST ST,NEW YORK,NY,10022,Manhattan
"KINNEY PARKING SYSTEM, INC.",2125025490,212 E 47TH ST,NEW YORK,NY,10017,Manhattan
WILLSHIRE CAR PARK INC.,2122216111,18230 WEXFORD TER,JAMAICA,NY,11432,Queens
LTG PARKING CORP.,2129999999,185 W END AVE,NEW YORK,NY,10023,Manhattan
C.V. PARKING LLC,2127959070,200 CABRINI BLVD,NEW YORK,NY,10033,Manhattan
ENTERPRISE ANN PARKING LLC,2127143571,57 ANN ST,NEW YORK,NY,10038,Manhattan
BLEECKER PARKING CORP.,2122748303,350 BLEECKER ST,NEW YORK,NY,10014,Manhattan
PF PARKING CORP.,7184307021,1975 EASTCHESTER RD,BRONX,NY,10461,Bronx
QUIK PARK HUDSON LLC,212-686-9800,160 RIVERSIDE BLVD,NEW YORK,NY,10069,Manhattan
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",7188555544,15 HOYT ST,BROOKLYN,NY,11201,Brooklyn
SJS 39 AVENUE PARKING LLC,718-886-4035,3907 PRINCE ST,FLUSHING,NY,11354,Queens
R & M PARKING CORP.,7186811406,600 E 156TH ST,BRONX,NY,10455,Bronx
"CHOY & C GROUP, INC.",,4235 MAIN ST,FLUSHING,NY,11355,Queens
"PARKING COMPANY OF AMERICA AIRPORTS, LLC",7183222221,14916 131ST ST,JAMAICA,NY,11430,Queens
21 EAST 12TH STREET PARKING LLC,2129293041,21 E 12TH ST,NEW YORK,NY,10003,Manhattan
MP 126 LLC,2124903460,163 E 125TH ST,NEW YORK,NY,10035,Manhattan
"SWEETS PARKING I, INC.",2127533100,437 MADISON AVE,NEW YORK,NY,10022,Manhattan
"CARNEGIE CAR PARK, INC.",2129966363,40 E 94TH ST,NEW YORK,NY,10128,Manhattan
HANOVER PARKING LLC,2126869800,7 HANOVER SQ,NEW YORK,NY,10004,Manhattan
"SMITH CAR PARK, LLC",2129966363,75 SMITH ST,BROOKLYN,NY,11201,Brooklyn
"ABM INDUSTRY GROUPS, LLC",2127576500,475 PARK AVE S,NEW YORK,NY,10016,Manhattan
20166 PARKING LLC,212-794-0111,202 E 67TH ST,NEW YORK,NY,10065,Manhattan
AMP VALET PARKING INC.,7182882213,5423 8TH AVE,BROOKLYN,NY,11220,Brooklyn
"LAZ PARKING NEW YORK, NEW JERSEY LLC",2122652239,251 AVENUE C,NEW YORK,NY,10009,Manhattan
TAURUS MANAGEMENT CORP.,7188661000,906 UNION ST,BROOKLYN,NY,11215,Brooklyn
LENOX PARKING GARAGE LLC,2032029746,380 LENOX AVE,NEW YORK,NY,10027,Manhattan
QUIK PARK 184 MANAGEMENT LLC,212-686-9800,184 KENT AVE,BROOKLYN,NY,11211,Brooklyn
S.T.A. PARKING CORP.,2127378850,433 E 76TH ST,NEW YORK,NY,10021,Manhattan
"CENTRAL PARKING SYSTEM OF NEW YORK, INC",2125025490,47 CHURCH STREET,NEW YORK,NY,10007,
ROX PARKING MANAGEMENT COMPANY LLC,2124868603,351 E 51ST ST,NEW YORK,NY,10022,Manhattan
EMBASSY PARKING LLC,2128887400,120 E 81ST ST,NEW YORK,NY,10028,Manhattan
WEST 108TH STREET PARKING GARAGE CORPORATION,2122228800,234 W 108TH ST,NEW YORK,NY,10025,Manhattan
"KINNEY PARKING SYSTEM, INC.",2125025490,29 E 50TH ST,NEW YORK,NY,10022,Manhattan
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2125025490,9777 QUEENS BLVD,REGO PARK,NY,11374,Queens
"BAS PARKING, INC.",2126289447,530 E 72ND ST,NEW YORK,NY,10021,Manhattan
245 EAST 36TH STREET GARAGE CORP.,2126880700,237 E 36TH ST,NEW YORK,NY,10016,Manhattan
PEAK TIME PARKING INC.,7182204580,4469 BROADWAY,NEW YORK,NY,10040,Manhattan
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2125025490,22 E 1ST ST,NEW YORK,NY,10003,Manhattan
FULTON LAWRENCE PARKING LLC,2126869800,111 LAWRENCE ST,BROOKLYN,NY,11201,Brooklyn
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2125025490,519 W 161ST ST,NEW YORK,NY,10032,Manhattan
ENTERPRISE 87 CORP.,2125643199,1065 PARK AVE,NEW YORK,NY,10128,Manhattan
"KINNEY PARKING SYSTEM, INC.",2125025490,1257 3RD AVE,NEW YORK,NY,10021,Manhattan
CL PARKING LLC,212-686-9800,4809 CENTER BLVD,LONG ISLAND CITY,NY,11109,Queens
UNIVERSITY 10 PARKING LLC,2126869800,63 E 9TH ST,NEW YORK,NY,10003,Manhattan
TAINO TOWERS GARAGE CORP.,2125670234,221 E 122ND ST,NEW YORK,NY,10035,Manhattan
QUIK PARK WEST 23RD STREET GARAGE LLC,2128322066,425 W 23RD ST,NEW YORK,NY,10011,Manhattan
STELLMAR PARKING LLC,212-879-8798,30 E 65TH ST,NEW YORK,NY,10065,Manhattan
QUIK PARK EAST 72 LLC,2128322066,525 E 72ND ST,NEW YORK,NY,10021,Manhattan
ISABEL PARKING LLC,6465840409,950 RIVER AVE,BRONX,NY,10452,Bronx
MID TOWN PARKING CORP.,2127536116,575 LEXINGTON AVE,NEW YORK,NY,10022,Manhattan
CASTLE GARAGE LLC,2126869800,135 E 31ST ST,NEW YORK,NY,10016,Manhattan
SELECT PARKING LLC,2126869800,301 E 57TH ST,NEW YORK,NY,10022,Manhattan
"CARLYLE CAR PARK, LLC",2125702182,53 E 76TH ST,NEW YORK,NY,10021,Manhattan
24 LEONARD PARKING LLC,2126202621,24 LEONARD ST,NEW YORK,NY,10013,Manhattan
RELIANT PARKING LLC,2126869800,225 W 83RD ST,NEW YORK,NY,10024,Manhattan
21ST GARAGE LLC,2126270012,444 10TH AVE,NEW YORK,NY,10001,Manhattan
225 EAST 63RD PARKING CORP,2127367171,221 E 63RD ST,NEW YORK,NY,10065,Manhattan
QUIK PARK HUDSON LLC,2128322657,140 RIVERSIDE BLVD,NEW YORK,NY,10069,Manhattan
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2126296602,1250 BROADWAY,NEW YORK,NY,10001,Manhattan
CHURCH STREET PARKING LLC,2126869800,110 CHURCH ST,NEW YORK,NY,10007,Manhattan
KIDS PARKING CORP.,2129644968,105 DUANE ST,NEW YORK,NY,10007,Manhattan
ULTRA-PARK LLC,2128749633,424 W END AVE,NEW YORK,NY,10024,Manhattan
STANDARD PARKING CORPORATION,2129163480,10420 QUEENS BLVD,FOREST HILLS,NY,11375,Queens
NEW RIVERDALE PARKING INC.,2128821911,3217 IRWIN AVE,BRONX,NY,10463,Bronx
"550 WEST 25TH CAR PARK, LLC",2129966363,550 W 25TH ST,NEW YORK,NY,10001,Manhattan
"IMPERIAL PARKING (U.S.), LLC",2129378660,9015 PARSONS BLVD,JAMAICA,NY,11432,Queens
751 CVW LLC,9175840383,173 E 156TH ST,BRONX,NY,10451,Bronx
QUIK PARK UNDERHILL LLC,2128322066,105 UNDERHILL AVE,BROOKLYN,NY,11238,Brooklyn
"SB PARK AVE PARKING, LLC",7187331820,225 E 149TH ST,BRONX,NY,10451,Bronx
SP PLUS CORPORATION,2125025490,375 PARK AVE,NEW YORK,NY,10152,Manhattan
"IMPERIAL PARKING (U.S.), LLC",212-934-8660,355 FRONT ST,STATEN ISLAND,NY,10304,Staten Island
"CENTRAL PARKING SYSTEM OF NEW YORK, INC",2125025490,885 6TH AVE,NEW YORK,NY,10001,Manhattan
POO PARKING CORP.,2124903460,1650 SELWYN AVE,BRONX,NY,10457,Bronx
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2125025490,9 W 57TH ST,NEW YORK,NY,10019,Manhattan
QUIK PARK TRUFFLES LLC,2128322066,312 W 34TH ST,NEW YORK,NY,10001,Manhattan
WEST 46 ST GARAGE LLC,2128322066,305 W 46TH ST,NEW YORK,NY,10036,Manhattan
ELMHURST PARKING CORPORATION,9173251969,7911 41ST AVE,ELMHURST,NY,11373,Queens
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",7188527317,276 LIVINGSTON ST,BROOKLYN,NY,11217,Brooklyn
QUIK PARK WEST 55TH ST. LLC,2128322066,73 W 55TH ST,NEW YORK,NY,10019,Manhattan
THE CAR PARK OF NEW YORK LLC,208-336-6597,8020 COOPER AVE,GLENDALE,NY,11385,Queens
SECURE GARAGE DOOR LLC,7188489477,10126 98TH ST,OZONE PARK,NY,11416,Queens
"MUTUAL PARKING SYSTEM, INC.",2128887400,340 E 64TH ST,NEW YORK,NY,10065,Manhattan
EMPIRE 33 PARKING LLC,2126869800,38 W 33RD ST,NEW YORK,NY,10001,Manhattan
QUIK PARK NORTHROSE GARAGE LLC,2128322066,508 E 163RD ST,BRONX,NY,10451,Bronx
"LA MIRAGE CAR PARK, INC.",2122216111,17810 WEXFORD TER,JAMAICA,NY,11432,Queens
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2125025490,2 PLATT ST,NEW YORK,NY,10038,Manhattan
MANHATTAN PARKING E. 71 ST. CORP.,2123536116,311 E 71ST ST,NEW YORK,NY,10021,Manhattan
"CHELSEA CAR PARK, LLC",2122216111,160 W 24TH ST,NEW YORK,NY,10011,Manhattan
WEST FARMS PARKING LLC,,1512 BOONE AVE,BRONX,NY,10460,Bronx
MINETTA LANE PARKING LLC,2127773530,122 W 3RD ST,NEW YORK,NY,10012,Manhattan
"KINNEY PARKING SYSTEM, LLC",2125025490,555 W 57TH ST,New York,NY,10019,Manhattan
21ST AND 11TH PARKING LLC,212-686-9800,551 W 21ST ST,NEW YORK,NY,10011,Manhattan
HAPPY FACE PARKING CORP.,718-583-3301,1560 JEROME AVE,BRONX,NY,10452,Bronx
"SEVEN ELEVEN CAR PARK, LLC",2129966363,711 3RD AVE,NEW YORK,NY,10017,Manhattan
NOSTRAND AVE PARKING CORP,718-934-0252,3804 NOSTRAND AVE,BROOKLYN,NY,11235,Brooklyn
CONCOURSE PARKING CORP.,2127367171,800 GRAND CONCOURSE,BRONX,NY,10451,Bronx
162 PARKING OPS LLC,212-568-7800,528 W 162ND ST,NEW YORK,NY,10032,Manhattan
FLATBUSH PARKING SYSTEMS INC.,7188568113,626 FLATBUSH AVE,BROOKLYN,NY,11225,Brooklyn
"GM PARKING GROUP, INC.",8604600523,116 NOSTRAND AVE,BROOKLYN,NY,11205,Brooklyn
174 PARKING MGMT LLC.,,554 W 174TH ST,NEW YORK,NY,10033,Manhattan
"KINNEY PARKING SYSTEM, INC.",2125025490,515 FASHION AVE,NEW YORK,NY,10018,Manhattan
STELLMAR PARKING LLC,212-879-8798,27 E 65TH ST,NEW YORK,NY,10065,Manhattan
WALL STREET GARAGE PARKING CORP.,2127373279,45 WALL ST,NEW YORK,NY,10005,Manhattan
328 WEST 39TH STREET PARKING LLC,2126869800,334 W 39TH ST,NEW YORK,NY,10018,Manhattan
182 STREET PARKING CORP.,3476728286,8822 182ND ST,HOLLIS,NY,11423,Queens
DILIGENT PARKING LLC,2126869800,150 W 68TH ST,NEW YORK,NY,10023,Manhattan
RIVER PARK TOWERS GARAGE LLC,6465840409,55 RICHMAN PLZ,BRONX,NY,10453,Bronx
"KINNEY PARKING SYSTEM, INC.",2126296602,153 W 48TH ST,NEW YORK,NY,10036,Manhattan
WELCOME PARKING LIMITED LIABILITY COMPANY,2016807129,601 AMBOY ST,BROOKLYN,NY,11212,Brooklyn
EAST RIVER PARKING CORP.,2127367171,345 E 94TH ST,NEW YORK,NY,10128,Manhattan
TWO FIFTH PARKING LLC,2125338312,2 5TH AVE,NEW YORK,NY,10011,Manhattan
PARKING SYSTEMS PLUS INC,8009441424,301 E 69TH ST,NEW YORK,NY,10021,Manhattan
"KINNEY PARKING SYSTEM, LLC",2125025490,33 W 28TH ST,NEW YORK,NY,10001,Manhattan
"ST. ANN'S PARKING GARAGE, LLC",7184010141,780 SAINT ANNS AVE,BRONX,NY,10456,Bronx
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2125025490,528 W 162ND ST,NEW YORK,NY,10032,Manhattan
2211 3RD AVE PARKING LLC,347-589-4139,2211 3RD AVE,NEW YORK,NY,10035,Manhattan
34 NORTH 7TH PARKING CORP.,2127367171,27 N 6TH ST,BROOKLYN,NY,11249,Brooklyn
1955 FIRST PARKING CORP.,2129963074,1955 1ST AVE,NEW YORK,NY,10029,Manhattan
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2125025490,839 AVENUE OF THE AMERICAS,NEW YORK,NY,10001,Manhattan
"RODRIQUEZ DISLA, LUZ D",347-513-6083,1961 JEROME AVE,BRONX,NY,10453,Bronx
CHAMPION PARKING 74 LLC.,2123085959,2109 BROADWAY,NEW YORK,NY,10023,Manhattan
SUPERIOR PARKING LLC,2126869800,515 E 79TH ST,NEW YORK,NY,10075,Manhattan
"LIVINGSTON CAR PARK, LLC",2129966363,141 LIVINGSTON ST,BROOKLYN,NY,11201,Brooklyn
PARK 127TH LLC,2129799815,311 W 127TH ST,NEW YORK,NY,10027,Manhattan
STATE-PEARL GARAGE INC.,2124072516,1 BATTERY PARK PLZ,NEW YORK,NY,10004,Manhattan
"KINNEY PARKING SYSTEM OF NEW YORK, INC.",2125025490,1189 1ST AVE,NEW YORK,NY,10065,Manhattan
EMPIRE PARKING CORP.,212-262-4771,416 WASHINGTON ST,NEW YORK,NY,10013,Manhattan
VINCENT 15 PARKING LLC,2126869800,553 AVENUE OF THE AMERICAS,NEW YORK,NY,10011,
SUPREME PARKING CORP.,7182033312,230 E 30TH ST,NEW YORK,NY,10016,Manhattan
"KINNEY PARKING SYSTEM, INC.",2126296602,838 11TH AVE,NEW YORK,NY,10019,
"PARK 127 MGMT, LLC",2127957275,311 W 127TH ST,NEW YORK,NY,10027,Manhattan
ZAFIRO PARKING INC.,2127490125,804 E 138TH ST,BRONX,NY,10454,Bronx
"PARK-SERV, INC.",2126869800,140-166 W 53RD ST,NEW YORK,NY,10019,
"KINNEY PARKING SYSTEM, LLC",2125025490,515 FASHION AVE,New York,NY,10018,Manhattan
300 E. 34 PARKING LLC,212-481-6016,300 E 34TH ST,NEW YORK,NY,10016,Manhattan
EZY PARKING INC.,7182944264,1981 SEDGWICK AVE,BRONX,NY,10453,Bronx
POWER PARKING S CORP.,2125696506,164 DYCKMAN ST,NEW YORK,NY,10040,Manhattan
"CLARITY 47 PARKING, LLC",2126869800,145 W 47TH ST,NEW YORK,NY,10036,Manhattan
M&N GROUP PARKING INC,917-470-5093,3158-60 JEROME AVE,BRONX,NY,10468,
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2128676300,157 W 83RD ST,NEW YORK,NY,10024,Manhattan
B.Y.M COMMUNITY PARKING LOT CORP.,9172243769,530 BERGEN AVE,BRONX,NY,10455,Bronx
1740 PETROLEUM LLC,718-581-7841,1730 JEROME AVE,BRONX,NY,10453,Bronx
LA MARINA PARKING LLC,34784325023,284 DYCKMAN ST,NEW YORK,NY,10034,Manhattan
MANHATTAN PARKING-BORO CORP.,2124903460,40 CLINTON ST,BROOKLYN,NY,11201,Brooklyn
106 Mott Street Parking Corp,2127419009,106 MOTT ST,NEW YORK,NY,10013,Manhattan
GATEWAY PARKING CORP,2127511080,345 S END AVE,NEW YORK,NY,10280,Manhattan
"LAZ PARKING NEW YORK, NEW JERSEY LLC",2122652239,180 RIVERSIDE BLVD,NEW YORK,NY,10069,Manhattan
"IMPERIAL PARKING (U.S), LLC",2129378660,9102 168TH ST,JAMAICA,NY,11432,Queens
"BHC CAR PARK, LLC",2129966363,240 WILLOUGHBY ST,BROOKLYN,NY,11201,Brooklyn
"LASALLE PARKING, LLC",2127143571,220 E 9TH ST,NEW YORK,NY,10003,Manhattan
"280 BROADWAY CAR PARK, LLC",2129966363,280 BROADWAY,NEW YORK,NY,10007,Manhattan
"G&M PARKING GARAGE, CORP.",718-524-8328,1231 WEBSTER AVE,BRONX,NY,10456,Bronx
CLIFF PARKING LLC,2126869800,99 JOHN ST,NEW YORK,NY,10038,Manhattan
NICE PARK LLC,2129299404,310 E 11TH ST,NEW YORK,NY,10003,Manhattan
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2122895040,115 E 87TH ST,NEW YORK,NY,10128,Manhattan
QUIK PARK TRIBECA LLC,2128322066,450 WASHINGTON ST,NEW YORK,NY,10013,Manhattan
UNIQUE PARKING LLC,2126869800,41 E 21ST ST,NEW YORK,NY,10010,Manhattan
G & M PARKING GARAGE CORP.,7184839458,1100 FRANKLIN AVE,BRONX,NY,10456,Bronx
"351 EAST 83 CAR PARK, LLC",2129966363,351 E 83RD ST,NEW YORK,NY,10028,Manhattan
"CRESCENT PARKING MGMT, LLC",2127957275,4123 CRESCENT ST,LONG IS CITY,NY,11101,Queens
GROSVENOR PARKING LLC,2125810535,11624 GROSVENOR LN,RICHMOND HILL,NY,11418,Queens
"ONE PARKING 703, INC.",4802722100,209-90 23RD AVE,Bayside,NY,11360,Queens
8930 PARKING LLC,212-837-4509,8936 SUTPHIN BLVD,JAMAICA,NY,11435,Queens
"CENTRAL PARKING SYSTEM OF NEW YORK, INC",2125025490,441 9TH AVE,NEW YORK,NY,10001,Manhattan
SYLVAN MIDWAY PARKING LLC,718-575-9440,10818 QUEENS BLVD,FOREST HILLS,NY,11375,Queens
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2125025490,304 W 49TH ST,NEW YORK,NY,10019,Manhattan
STANDARD PARKING CORPORATION,7188974833,6135 JUNCTION BLVD,REGO PARK,NY,11374,Queens
FLUSHING EZ PARKING INC.,9178152555,13203 SANFORD AVE,FLUSHING,NY,11355,Queens
STANDARD PARKING CORPORATION,7188943580,8020 COOPER AVE,GLENDALE,NY,11385,Queens
GM&M PARK INC.,6466100315,110 BROADWAY,BROOKLYN,NY,11211,Brooklyn
301 EAST 79 PARKING LLC,2128887400,301 E 79TH ST,NEW YORK,NY,10075,Manhattan
PARK ON 44TH CORP.,2127373279,230 E 44TH ST,NEW YORK,NY,10017,Manhattan
BEAVER STREET PARKING LLC,212-785-9733,15 WILLIAM ST,NEW YORK,NY,10004,Manhattan
CONNAUGHT TOWER CAR PARK INC,2129966363,300 E 54TH ST,NEW YORK,NY,10022,Manhattan
QUIK PARK BROADWAY GARAGE LLC,2128322066,225 W 56TH ST,NEW YORK,NY,10019,Manhattan
54TH & 2ND PARKING LLC,2126869800,300 E 55TH ST,NEW YORK,NY,10022,Manhattan
"IMPERIAL PARKING (U.S.), LLC",212-937-8660,150 NASSAU ST,NEW YORK,NY,10038,Manhattan
QUIK PARK LIBBY 2 LLC,,300 E 48TH ST,NEW YORK,NY,10017,Manhattan
IMPERIAL PARKING US LLC,2129378660,92-30 165 STREET,JAMAICA,NY,11433,
"KINNEY PARKING SYSTEM, LLC",2125025490,23 W 55TH ST,NEW YORK,NY,10019,Manhattan
"KINNEY PARKING SYSTEM, LLC",2125025490,29 E 50TH ST,NEW YORK,NY,10022,Manhattan
Prince Tower Parking Corp.,,3636 PRINCE ST,FLUSHING,NY,11354,Queens
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",2129163480,404 E 79TH ST,NEW YORK,NY,10075,Manhattan
"PARK 117TH, LLC",2122220242,279 W 117TH ST,NEW YORK,NY,10026,Manhattan
21ST AND 11TH PARKING LLC,212-686-9800,551 W 21ST ST,NEW YORK,NY,10011,Manhattan
MANHATTAN PARKING EAST 48TH STREET CORP.,2124903460,141 E 48TH ST,NEW YORK,NY,10017,Manhattan
W. 79TH STREET PARKING CORP.,2122435900,200 W 79TH ST,NEW YORK,NY,10024,Manhattan
REALPRO PARKING LLC,2126869800,330 E 39TH ST,NEW YORK,NY,10016,Manhattan
400 EAST 70TH STREET PARKING LLC,2127949173,400 E 70TH ST,NEW YORK,NY,10021,Manhattan
PLAZA 48 PARKING LLC,2126869800,329 E 48TH ST,NEW YORK,NY,10017,Manhattan
"PRO PARK AMERICA NEW YORK, LLC",9174152749,204 W 101ST ST,NEW YORK,NY,10025,Manhattan
"SHARP CAR PARK, LLC",2122216111,357 E 57TH ST,NEW YORK,NY,10022,Manhattan
"RUPPERT CAR PARK, LLC",2129966363,1601 3RD AVE,NEW YORK,NY,10128,Manhattan
QUIK PARK PCVST GARAGE LLC,2126145862,528 E 20TH ST,NEW YORK,NY,10009,Manhattan
315 EAST 65TH PARKING LLC,212-570-1732,322 E 66TH ST,NEW YORK,NY,10065,Manhattan
"SZYMANSKI, THOMAS STANLEY",7186419788,13220 81ST ST,OZONE PARK,NY,11417,Queens
"FANNWOOD ESTATES, LLC",5163747000,9958 66TH AVE,REGO PARK,NY,11374,Queens
PERFORMANCE PARKING LLC,212-686-9800,127 AMSTERDAM AVE,NEW YORK,NY,10023,Manhattan
MANHATTAN PARKING GOLD CORP,2127536116,220 E 54TH ST,NEW YORK,NY,10022,Manhattan
WELLESLEY PARKING LLC,2122495514,203 E 71ST ST,NEW YORK,NY,10021,Manhattan
QUIK PARK KESTREL PARKING LLC,212-686-9800,29 CATON PL,BROOKLYN,NY,11218,Brooklyn
BRAIRWOOD CAR PARK INC,2122216111,8515 MAIN ST,JAMAICA,NY,11435,Queens
"BATTERY PLACE CAR PARK, LLC",2129966363,50 BATTERY PL,NEW YORK,NY,10280,Manhattan
WORTHY PARKING LLC,2124903460,841 10TH AVE,NEW YORK,NY,10019,Manhattan
165 EAST PARKING CORP.,2127367171,165 E 72ND ST,NEW YORK,NY,10021,Manhattan
420 EAST 51ST PARKING PARTNERS LLC,2128387565,420 E 51ST ST,NEW YORK,NY,10022,Manhattan
MBA PARKING CORP,718-864-2992,2702 QUEENS PLZ S,LONG ISLAND CITY,NY,11101,Queens
37 EAST LLC,2125643199,415 E 37TH ST,NEW YORK,NY,10016,Manhattan
JDS PARKING LLC,2126869800,561 10TH AVE,NEW YORK,NY,10036,Manhattan
RAPID 83 STREET PARKING CORP.,2127443591,351 E 83RD ST,NEW YORK,NY,10028,Manhattan
